smiles, logK
[H]C([H])([H])C(=O)[O-]->[Pb+2], 2.65
[H]C([H])([H])C(=O)[O-]->[Ba+2], 0.98
[H]C([H])([H])C(=O)[O-]->[Er+3], 2.57
[H]C([H])([H])C(=O)[O-]->[Sm+3], 2.84
[H]C([H])([H])C(=O)[O-]->[V+2], 2.65
[H]C([H])([H])C(=O)[O-]->[Al+3], 2.48
[H]C([H])([H])C(=O)[O-]->[Lu+3], 2.62
[H]C([H])([H])C(=O)[O-]->[Nd+3], 2.78
[H]C([H])([H])C(=O)[O-]->[Na+], -0.04
[H]C([H])([H])C(=O)[O-]->[Ho+3], 2.58
[H]C([H])([H])C(=O)[O-]->[Gd+3], 2.75
[H]C([H])([H])C(=O)[O-]->[Sc+3], 3.98
[H]C([H])([H])C(=O)[O-]->[La+3], 2.60
[H]C([H])([H])C(=O)[O-]->[Pu+2], 2.72
[H]C([H])([H])C(=O)[O-]->[Ni+2], 1.31
[H]C([H])([H])C(=O)[O-]->[Rb+], -0.12
[H]C([H])([H])C(=O)[O-]->[Cd+2], 1.90
[H]C([H])([H])C(=O)[O-]->[Fe+3], 4.10
[H]C([H])([H])C(=O)[O-]->[Zn+2], 1.52
[H]C([H])([H])C(=O)[O-]->[Pr+3], 2.74
[H]C([H])([H])C(=O)[O-]->[Co+2], 1.32
[H]C([H])([H])O1->[Sm+3]<-[O-]C(=O)C1([H])[H], 2.80
[H]C([H])([H])O1->[Yb+3]<-[O-]C(=O)C1([H])[H], 2.75
[H]C([H])([H])O1->[Pr+3]<-[O-]C(=O)C1([H])[H], 2.74
[H]C([H])([H])O1->[Y+3]<-[O-]C(=O)C1([H])[H], 2.67
[H]C([H])([H])O1->[Cu+2]<-[O-]C(=O)C1([H])[H], 2.52
[H]C([H])([H])O1->[La+3]<-[O-]C(=O)C1([H])[H], 2.70
[H]C([H])([H])O1->[Lu+3]<-[O-]C(=O)C1([H])[H], 2.76
[H]C([H])([H])O1->[Dy+3]<-[O-]C(=O)C1([H])[H], 2.72
[H]C([H])([H])O1->[Tm+3]<-[O-]C(=O)C1([H])[H], 2.75
[H]C([H])([H])O1->[Co+2]<-[O-]C(=O)C1([H])[H], 1.92
[H]C([H])([H])O1->[Gd+3]<-[O-]C(=O)C1([H])[H], 2.73
[H]C([H])([H])O1->[Pd+2]<-[O-]C(=O)C1([H])[H], 4.21
[H]C([H])([H])O1->[Er+3]<-[O-]C(=O)C1([H])[H], 2.75
[H]C([H])([H])O1->[Ni+2]<-[O-]C(=O)C1([H])[H], 2.04
[H]C([H])([H])O1->[Ca+2]<-[O-]C(=O)C1([H])[H], 1.12
[H]C([H])([H])O1->[Nd+3]<-[O-]C(=O)C1([H])[H], 2.73
[H]C([H])([H])O1->[Eu+3]<-[O-]C(=O)C1([H])[H], 2.79
[H]C([H])([H])O1->[Ho+3]<-[O-]C(=O)C1([H])[H], 2.74
[H]C([H])([H])O1->[Tb+3]<-[O-]C(=O)C1([H])[H], 2.72
[H]C([H])([H])O1->[Ce+3]<-[O-]C(=O)C1([H])[H], 2.73
[H]O1->[Sm+3]<-[O-]C(=O)C1([H])[H], 3.55
[H]O1->[Sr+2]<-[O-]C(=O)C1([H])[H], 1.35
[H]O1->[Th+4]<-[O-]C(=O)C1([H])[H], 5.42
[H]O1->[V+2]<-[O-]C(=O)C1([H])[H], 3.19
[H]O1->[Er+3]<-[O-]C(=O)C1([H])[H], 3.56
[H]O1->[In+3]<-[O-]C(=O)C1([H])[H], 3.85
[H]O1->[Cd+2]<-[O-]C(=O)C1([H])[H], 1.86
[H]O1->[Pu+2]<-[O-]C(=O)C1([H])[H], 2.83
[H]O1->[Fe+3]<-[O-]C(=O)C1([H])[H], 3.71
[H]O1->[Nd+3]<-[O-]C(=O)C1([H])[H], 3.55
[H]O1->[Zn+2]<-[O-]C(=O)C1([H])[H], 2.49
[H]O1->[Gd+3]<-[O-]C(=O)C1([H])[H], 3.49
[H]O1->[Pb+2]<-[O-]C(=O)C1([H])[H], 2.57
[H]O1->[Am+3]<-[O-]C(=O)C1([H])[H], 3.78
[H]O1->[Ba+2]<-[O-]C(=O)C1([H])[H], 1.08
[H]O1->[Co+2]<-[O-]C(=O)C1([H])[H], 2.07
[H]O1->[Lu+3]<-[O-]C(=O)C1([H])[H], 3.82
[H]O1->[Mn+2]<-[O-]C(=O)C1([H])[H], 2.19
[H]O1->[Cu+2]<-[O-]C(=O)C1([H])[H], 2.91
[H]O1->[Pr+3]<-[O-]C(=O)C1([H])[H], 3.47
[H]O1->[Y+3]<-[O-]C(=O)C1([H])[H], 3.53
[H]O1->[Ga+3]<-[O-]C(=O)C1([H])[H], 3.76
[H]O1->[Eu+3]<-[O-]C(=O)C1([H])[H], 3.49
[H]O1->[Cm+3]<-[O-]C(=O)C1([H])[H], 3.81
[H]O1->[Ho+3]<-[O-]C(=O)C1([H])[H], 3.66
[H]O1->[Ce+3]<-[O-]C(=O)C1([H])[H], 3.45
[H]O1->[Sc+3]<-[O-]C(=O)C1([H])[H], 5.07
[H]O1->[La+3]<-[O-]C(=O)C1([H])[H], 3.26
[H]O1->[Pd+2]<-[O-]C(=O)C1([H])[H], 4.42
[H]O1->[Tm+3]<-[O-]C(=O)C1([H])[H], 3.73
[H]O1->[Hg+2]<-[O-]C(=O)C1([H])[H], 4.21
[H]O1->[Li+]<-[O-]C(=O)C1([H])[H], -0.11
[H]O1->[Ca+2]<-[O-]C(=O)C1([H])[H], 1.58
[H]O1->[Ni+2]<-[O-]C(=O)C1([H])[H], 2.42
[H]O1->[Fe+2]<-[O-]C(=O)C1([H])[H], 1.94
[H]O1->[Be+2]<-[O-]C(=O)C1([H])[H], 1.85
[H]O1->[Dy+3]<-[O-]C(=O)C1([H])[H], 3.50
[H]O1->[Yb+3]<-[O-]C(=O)C1([H])[H], 3.68
[H]O1->[U+2]<-[O-]C(=O)C1([H])[H], 3.17
[H]O1->[Mg+2]<-[O-]C(=O)C1([H])[H], 1.46
[H]O1->[Tb+3]<-[O-]C(=O)C1([H])[H], 3.57
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[K+]<-[O-]C1=O, 0.94
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Ni+2]<-[O-]C1=O, 3.27
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Zn+2]<-[O-]C1=O, 3.35
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Nd+3]<-[O-]C1=O, 5.36
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Li+]<-[O-]C1=O, 0.93
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Sm+3]<-[O-]C1=O, 5.68
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Lu+3]<-[O-]C1=O, 6.04
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Yb+3]<-[O-]C1=O, 6.11
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Dy+3]<-[O-]C1=O, 5.96
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[La+3]<-[O-]C1=O, 4.96
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[U+2]<-[O-]C1=O, 7.64
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Tb+3]<-[O-]C1=O, 5.98
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Ba+2]<-[O-]C1=O, 2.41
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Ce+3]<-[O-]C1=O, 5.13
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Mg+2]<-[O-]C1=O, 2.63
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Fe+3]<-[O-]C1=O, 9.78
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Pr+3]<-[O-]C1=O, 5.26
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Cs+]<-[O-]C1=O, 0.91
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Na+]<-[O-]C1=O, 0.89
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Cd+2]<-[O-]C1=O, 3.44
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Co+2]<-[O-]C1=O, 3.15
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Cu+2]<-[O-]C1=O, 5.64
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Er+3]<-[O-]C1=O, 6.01
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Ho+3]<-[O-]C1=O, 5.98
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Tm+3]<-[O-]C1=O, 6.05
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Gd+3]<-[O-]C1=O, 5.84
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Y+3]<-[O-]C1=O, 5.95
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Eu+3]<-[O-]C1=O, 5.81
[H]C([H])([H])C([H])([H])C1(C([H])([H])C([H])([H])[H])C(=O)[O-]->[Ca+2]<-[O-]C1=O, 2.55
[H]C1([H])C([H])([H])N([H])([H])->[Zn+2]<-N([H])([H])C1([H])[H], 6.00
[H]C1([H])C([H])([H])N([H])([H])->[Ag+]<-N([H])([H])C1([H])[H], 5.93
[H]C1([H])C([H])([H])N([H])([H])->[Cu+2]<-N([H])([H])C1([H])[H], 9.75
[H]C1([H])C([H])([H])N([H])([H])->[Cd+2]<-N([H])([H])C1([H])[H], 5.24
[H]C1([H])C([H])([H])N([H])([H])->[Ni+2]<-N([H])([H])C1([H])[H], 6.49
[H]C1([H])C([H])([H])N([H])([H])->[Pb+2]<-N([H])([H])C1([H])[H], 5.06
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Ho+3]<-[O-]C2=O, 5.11
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Ca+2]<-[O-]C2=O, 2.66
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Hg+2]<-[O-]C2=O, 3.31
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Y+3]<-[O-]C2=O, 5.10
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[V+2]<-[O-]C2=O, 4.93
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Er+3]<-[O-]C2=O, 5.45
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[U+2]<-[O-]C2=O, 5.62
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Pr+3]<-[O-]C2=O, 5.24
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Cr+3]<-[O-]C2=O, 6.87
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Nd+3]<-[O-]C2=O, 5.40
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Pu+2]<-[O-]C2=O, 5.33
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Al+3]<-[O-]C2=O, 4.99
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Ga+3]<-[O-]C2=O, 6.50
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Gd+3]<-[O-]C2=O, 5.08
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Mn+2]<-[O-]C2=O, 2.93
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Cu+2]<-[O-]C2=O, 4.15
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Cd+2]<-[O-]C2=O, 3.43
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Ba+2]<-[O-]C2=O, 2.14
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Eu+3]<-[O-]C2=O, 5.24
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Be+2]<-[O-]C2=O, 4.72
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Li+]<-[O-]C2=O, 1.29
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Ce+3]<-[O-]C2=O, 5.24
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Mg+2]<-[O-]C2=O, 3.61
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Co+2]<-[O-]C2=O, 2.88
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Tb+3]<-[O-]C2=O, 5.11
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Tm+3]<-[O-]C2=O, 5.34
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Th+4]<-[O-]C2=O, 8.37
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Sr+2]<-[O-]C2=O, 3.11
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Cr+2]<-[O-]C2=O, 3.70
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Na+]<-[O-]C2=O, 1.16
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Ni+2]<-[O-]C2=O, 3.00
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Dy+3]<-[O-]C2=O, 5.25
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Zn+2]<-[O-]C2=O, 3.02
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Sm+3]<-[O-]C2=O, 5.52
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[La+3]<-[O-]C2=O, 5.25
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Pb+2]<-[O-]C2=O, 4.10
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[K+]<-[O-]C2=O, 1.17
[H]c1c([H])c([H])c2c(c1[H])C(=O)[O-]->[Yb+3]<-[O-]C2=O, 4.83
[H]c1c([H])c([H])c2c(c1[H])c([H])c([H])c1n2->[Sr+2]<-[O-]C1=O, 1.24
[H]c1c([H])c([H])c2c(c1[H])c([H])c([H])c1n2->[Ni+2]<-[O-]C1=O, 4.62
[H]c1c([H])c([H])c2c(c1[H])c([H])c([H])c1n2->[Cu+2]<-[O-]C1=O, 5.91
[H]c1c([H])c([H])c2c(c1[H])c([H])c([H])c1n2->[Ba+2]<-[O-]C1=O, 1.20
[H]c1c([H])c([H])c2c(c1[H])c([H])c([H])c1n2->[Mg+2]<-[O-]C1=O, 1.37
[H]c1c([H])c([H])c2c(c1[H])c([H])c([H])c1n2->[Co+2]<-[O-]C1=O, 4.52
[H]c1c([H])c([H])c2c(c1[H])c([H])c([H])c1n2->[Pb+2]<-[O-]C1=O, 3.95
[H]c1c([H])c([H])c2c(c1[H])c([H])c([H])c1n2->[Ca+2]<-[O-]C1=O, 1.42
[H]c1c([H])c([H])c2c(c1[H])c([H])c([H])c1n2->[Zn+2]<-[O-]C1=O, 4.17
[H]c1c([H])c([H])c2c(c1[H])c([H])c([H])c1n2->[Mn+2]<-[O-]C1=O, 2.96
[H]c1c([H])c([H])c2c(c1[H])c([H])c([H])c1n2->[Cr+3]<-[O-]C1=O, 9.57
[H]c1c([H])c([H])c2c(c1[H])c([H])c([H])c1n2->[Cd+2]<-[O-]C1=O, 4.12
[H]c1c([H])c([H])c2c(c1[H])c([H])c([H])c1n2->[Fe+2]<-[O-]C1=O, 3.92
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Pb+2], 3.69
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Ba+2], 1.89
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Ca+2], 2.19
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Co+2], 2.27
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Sc+3], 4.94
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[La+3], 4.20
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Sm+3], 4.54
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Dy+3], 4.39
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Be+2], 4.14
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Nd+3], 4.25
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Eu+3], 3.94
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Zn+2], 2.64
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Th+4], 7.65
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[U+2], 4.90
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Er+3], 4.38
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Gd+3], 4.44
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Cu+2], 3.47
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Cd+2], 2.79
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Ni+2], 2.50
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]->[Lu+3], 4.40
[H]C1=O->[Zn+2]<-[O-]C1=O, 1.48
[H]C1=O->[Sm+3]<-[O-]C1=O, 3.22
[H]C1=O->[Ni+2]<-[O-]C1=O, 1.63
[H]C1=O->[Tm+3]<-[O-]C1=O, 3.28
[H]C1=O->[Eu+3]<-[O-]C1=O, 3.17
[H]C1=O->[Y+3]<-[O-]C1=O, 3.23
[H]C1=O->[Ce+3]<-[O-]C1=O, 3.06
[H]C1=O->[Cu+2]<-[O-]C1=O, 2.60
[H]C1=O->[Gd+3]<-[O-]C1=O, 3.16
[H]C1=O->[Dy+3]<-[O-]C1=O, 3.23
[H]C1=O->[Yb+3]<-[O-]C1=O, 3.32
[H]C1=O->[Lu+3]<-[O-]C1=O, 3.35
[H]C1=O->[Tb+3]<-[O-]C1=O, 3.19
[H]C1=O->[Pr+3]<-[O-]C1=O, 3.11
[H]C1=O->[Er+3]<-[O-]C1=O, 3.27
[H]C1=O->[La+3]<-[O-]C1=O, 3.03
[H]C1=O->[Ho+3]<-[O-]C1=O, 3.25
[H]C1=O->[Nd+3]<-[O-]C1=O, 3.15
[H]O1->[V+2]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 3.65
[H]O1->[Dy+3]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 3.81
[H]O1->[Pr+3]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 3.46
[H]O1->[Gd+3]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 3.68
[H]O1->[Sm+3]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 3.59
[H]O1->[Ce+3]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 3.33
[H]O1->[Sc+3]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 5.51
[H]O1->[Cd+2]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 1.99
[H]O1->[Ni+2]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 2.28
[H]O1->[Co+2]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 2.10
[H]O1->[Tm+3]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 4.07
[H]O1->[Ho+3]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 3.91
[H]O1->[Ca+2]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 1.63
[H]O1->[Am+3]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 3.59
[H]O1->[Th+4]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 5.16
[H]O1->[Cu+2]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 3.29
[H]O1->[Pd+2]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 4.66
[H]O1->[Nd+3]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 3.54
[H]O1->[Ba+2]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 0.97
[H]O1->[Be+2]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 1.80
[H]O1->[Y+3]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 3.84
[H]O1->[Mg+2]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 1.52
[H]O1->[Pu+2]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 3.65
[H]O1->[U+2]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 3.75
[H]O1->[Sr+2]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 1.16
[H]O1->[Eu+3]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 3.64
[H]O1->[La+3]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 3.17
[H]O1->[Tb+3]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 3.72
[H]O1->[Cm+3]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 3.52
[H]O1->[Pm+3]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 3.46
[H]O1->[Mn+2]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 1.51
[H]O1->[Zn+2]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 2.31
[H]O1->[Lu+3]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 4.17
[H]O1->[Yb+3]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 4.14
[H]O1->[Er+3]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 3.95
[H]O1->[Pb+2]<-[O-]C(=O)C1(C([H])([H])[H])C([H])([H])[H], 2.74
[H]c1c([H])c([H])n2->[Zn+2]<-n3c(c([H])n(C([H])([H])[H])c3[H])-c2c1[H], 5.42
[H]c1c([H])c([H])n2->[Co+2]<-n3c(c([H])n(C([H])([H])[H])c3[H])-c2c1[H], 5.81
[H]c1c([H])c([H])n2->[Ni+2]<-n3c(c([H])n(C([H])([H])[H])c3[H])-c2c1[H], 7.20
[H]c1c([H])c([H])n2->[Fe+2]<-n3c(c([H])n(C([H])([H])[H])c3[H])-c2c1[H], 4.93
[H]c1c([H])c([H])n2->[Cu+2]<-n3c(c([H])n(C([H])([H])[H])c3[H])-c2c1[H], 8.76
[H]C([H])([H])C1=O->[Mn+2]<-[O-]C1=O, 1.91
[H]C([H])([H])C1=O->[Sr+2]<-[O-]C1=O, 1.02
[H]C([H])([H])C1=O->[Ni+2]<-[O-]C1=O, 1.68
[H]C([H])([H])C1=O->[Cd+2]<-[O-]C1=O, 1.39
[H]C([H])([H])C1=O->[Zn+2]<-[O-]C1=O, 1.91
[H]C([H])([H])C1=O->[Mg+2]<-[O-]C1=O, 1.55
[H]C([H])([H])C1=O->[Cu+2]<-[O-]C1=O, 2.14
[H]C([H])([H])C1=O->[Ca+2]<-[O-]C1=O, 1.20
[H]C([H])([H])C1=O->[Fe+3]<-[O-]C1=O, 5.75
[H]C([H])([H])C1=O->[U+2]<-[O-]C1=O, 2.67
[H]C([H])([H])C1=O->[Pb+2]<-[O-]C1=O, 2.18
[H]N([H])([H])->[Mg+2], 0.23
[H]N([H])([H])->[Cu+2], 4.14
[H]N([H])([H])->[Pb+2], 1.90
[H]N([H])([H])->[Fe+3], 4.30
[H]N([H])([H])->[Sr+2], -0.12
[H]N([H])([H])->[Ag+], 3.36
[H]N([H])([H])->[Cd+2], 2.60
[H]N([H])([H])->[Mn+2], 1.21
[H]N([H])([H])->[Zn+2], 2.27
[H]N([H])([H])->[Pd+2], 9.60
[H]N([H])([H])->[Ca+2], 0.05
[H]N([H])([H])->[Ba+2], -0.20
[H]N([H])([H])->[Ni+2], 2.87
[H]N([H])([H])->[Co+2], 2.04
[H]c1c([H])c([H])c(C2([H])C(=O)[O-]->[Ba+2]<-O2[H])c([H])c1[H], 0.74
[H]c1c([H])c([H])c(C2([H])C(=O)[O-]->[Sm+3]<-O2[H])c([H])c1[H], 3.36
[H]c1c([H])c([H])c(C2([H])C(=O)[O-]->[Be+2]<-O2[H])c([H])c1[H], 2.09
[H]c1c([H])c([H])c(C2([H])C(=O)[O-]->[Gd+3]<-O2[H])c([H])c1[H], 3.38
[H]c1c([H])c([H])c(C2([H])C(=O)[O-]->[Fe+2]<-O2[H])c([H])c1[H], 2.63
[H]c1c([H])c([H])c(C2([H])C(=O)[O-]->[Tb+3]<-O2[H])c([H])c1[H], 3.47
[H]c1c([H])c([H])c(C2([H])C(=O)[O-]->[Zn+2]<-O2[H])c([H])c1[H], 2.26
[H]c1c([H])c([H])c(C2([H])C(=O)[O-]->[Eu+3]<-O2[H])c([H])c1[H], 3.40
[H]c1c([H])c([H])c(C2([H])C(=O)[O-]->[Yb+3]<-O2[H])c([H])c1[H], 3.74
[H]c1c([H])c([H])c(C2([H])C(=O)[O-]->[Pm+3]<-O2[H])c([H])c1[H], 3.14
[H]c1c([H])c([H])c(C2([H])C(=O)[O-]->[In+3]<-O2[H])c([H])c1[H], 3.54
[H]c1c([H])c([H])c(C2([H])C(=O)[O-]->[Co+2]<-O2[H])c([H])c1[H], 2.20
[H]c1c([H])c([H])c(C2([H])C(=O)[O-]->[Ce+3]<-O2[H])c([H])c1[H], 3.05
[H]c1c([H])c([H])c(C2([H])C(=O)[O-]->[Tm+3]<-O2[H])c([H])c1[H], 3.60
[H]c1c([H])c([H])c(C2([H])C(=O)[O-]->[U+2]<-O2[H])c([H])c1[H], 3.05
[H]c1c([H])c([H])c(C2([H])C(=O)[O-]->[Cu+2]<-O2[H])c([H])c1[H], 3.29
[H]c1c([H])c([H])c(C2([H])C(=O)[O-]->[Th+4]<-O2[H])c([H])c1[H], 4.10
[H]c1c([H])c([H])c(C2([H])C(=O)[O-]->[Ga+3]<-O2[H])c([H])c1[H], 4.31
[H]c1c([H])c([H])c(C2([H])C(=O)[O-]->[V+2]<-O2[H])c([H])c1[H], 3.15
