smiles, logK
[Eu+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 23.85
[Tb+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 23.61
[Dy+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 23.29
[Er+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 23.62
[Gd+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 23.83
[Ho+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 23.58
[Nd+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 23.68
[Pr+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 23.45
[Sm+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 23.81
[Yb+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 23.58
[Eu+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 23.03
[Tb+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 23.08
[Dy+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 23.13
[Er+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 23.35
[Er+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 23.4
[Gd+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 23.05
[Ho+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 23.2
[Ho+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 15.4
[Lu+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 23.91
[Nd+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 22.9
[Nd+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 22.82
[Nd+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 16.6
[Pr+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 22.77
[Sm+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 23
[Sm+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 15.7
[Sm+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 24.3
[Tm+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 23.48
[Yb+3].OC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 23.6
[Eu+3].C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2, 5.9
[Ho+3].C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2, 6.2
[Pr+3].C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2, 6.37
[Sm+3].C1COCCN2CCOCCOCCN(CCO1)CCOCCOCC2, 5.94
[Dy+3].COCCNC(=O)CN(CCN(CCN(CC(O)=O)CC(=O)NCCOC)CC(O)=O)CC(O)=O, 17.03
[Gd+3].COCCNC(=O)CN(CCN(CCN(CC(O)=O)CC(=O)NCCOC)CC(O)=O)CC(O)=O, 16.84
[Lu+3].COCCNC(=O)CN(CCN(CCN(CC(O)=O)CC(=O)NCCOC)CC(O)=O)CC(O)=O, 18
[Nd+3].COCCNC(=O)CN(CCN(CCN(CC(O)=O)CC(=O)NCCOC)CC(O)=O)CC(O)=O, 15.66
[Ce+3].O[P](O)(=O)c1cc(Cl)ccc1N\N=C\2C(=O)C3=C(C=C2[S](O)(=O)=O)C=C(/C(=N/Nc4ccc(Cl)cc4[P](O)(O)=O)C3=O)[S](O)(=O)=O, 9.54
[Nd+3].O[P](O)(=O)c1cc(Cl)ccc1N\N=C\2C(=O)C3=C(C=C2[S](O)(=O)=O)C=C(/C(=N/Nc4ccc(Cl)cc4[P](O)(O)=O)C3=O)[S](O)(=O)=O, 9.28
[Pr+3].O[P](O)(=O)c1cc(Cl)ccc1N\N=C\2C(=O)C3=C(C=C2[S](O)(=O)=O)C=C(/C(=N/Nc4ccc(Cl)cc4[P](O)(O)=O)C3=O)[S](O)(=O)=O, 9.54
[Eu+3].CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O, 3.85
[Tb+3].CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O, 4
[Tm+3].CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O, 4.65
[Sm+3].C(CN(Cc1ccccn1)Cc2ccccn2)N(Cc3ccccn3)Cc4ccccn4, 4.7
[Ce+3].OC(=O)C(Cl)Cl, 0.66
[Eu+3].OC(=O)C(Cl)Cl, 0.76
[Tm+3].OC(=O)C(Cl)Cl, 0.53
[Ce+3].OC(=O)C(O)=O, 4.5
[Eu+3].OC(=O)C(O)=O, 4.77
[Eu+3].OC(=O)C(O)=O, 5.03
[Eu+3].OC(=O)C(O)=O, 4.86
[Eu+3].OC(=O)C(O)=O, 4.89
[Lu+3].OC(=O)C(O)=O, 5.11
[Ce+3].OC(=O)C(O)=O, 5.04
[Eu+3].OC(=O)C(O)=O, 5.6
[Tb+3].OC(=O)C(O)=O, 5.71
[Dy+3].OC(=O)C(O)=O, 5.82
[Er+3].OC(=O)C(O)=O, 5.91
[Gd+3].OC(=O)C(O)=O, 5.6
[Ho+3].OC(=O)C(O)=O, 5.85
[Lu+3].OC(=O)C(O)=O, 6.04
[Nd+3].OC(=O)C(O)=O, 5.39
[Pr+3].OC(=O)C(O)=O, 5.32
[Sm+3].OC(=O)C(O)=O, 5.51
[Tm+3].OC(=O)C(O)=O, 5.97
[Yb+3].OC(=O)C(O)=O, 6.03
[Tb+3].NC1=NNC(=S)S1, 6.38
[Dy+3].NC1=NNC(=S)S1, 6.48
[Gd+3].NC1=NNC(=S)S1, 6.5
[Ho+3].NC1=NNC(=S)S1, 6.43
[Nd+3].NC1=NNC(=S)S1, 6.42
[Sm+3].NC1=NNC(=S)S1, 6.37
[Ce+3].OC(=O)CCl, 0.98
[Eu+3].OC(=O)CCl, 1.08
[Tm+3].OC(=O)CCl, 0.92
[Ce+3].NC1=NC(=S)NN1, 4.05
[Ce+3].CC(O)=O, 1.7
[Eu+3].CC(O)=O, 1.97
[Eu+3].CC(O)=O, 1.94
[Eu+3].CC(O)=O, 2.51
[Eu+3].CC(O)=O, 1.91
[Eu+3].CC(O)=O, 2.11
[Eu+3].CC(O)=O, 1.9
[Tb+3].CC(O)=O, 1
[Nd+3].CC(O)=O, 1.83
[Sm+3].CC(O)=O, 2
[Pr+3].CC(O)=O, 1.89
[Eu+3].CC(O)=O, 1.79
[Tb+3].CC(O)=O, 1.78
[Gd+3].CC(O)=O, 1.67
[Eu+3].CC(O)=O, 1.91
[Nd+3].CC(O)=O, 2.1
[Nd+3].CC(O)=O, 2.07
[Ce+3].OC(=O)CS, 5.96
[Ce+3].OC(=O)CS, 3.52
[Eu+3].OC(=O)CS, 5.93
[Tb+3].OC(=O)CS, 5.51
[Dy+3].OC(=O)CS, 5.61
[Dy+3].OC(=O)CS, 5.64
[Er+3].OC(=O)CS, 5.8
[Gd+3].OC(=O)CS, 6.17
[Nd+3].OC(=O)CS, 5.87
[Nd+3].OC(=O)CS, 5.55
[Nd+3].OC(=O)CS, 3.67
[Pr+3].OC(=O)CS, 6.08
[Pr+3].OC(=O)CS, 5.94
[Pr+3].OC(=O)CS, 3.59
[Sm+3].OC(=O)CS, 6.04
[Sm+3].OC(=O)CS, 3.72
[Tm+3].OC(=O)CS, 5.71
[Ce+3].OCC(O)=O, 2.3
[Ce+3].OCC(O)=O, 2.27
[Ce+3].OCC(O)=O, 5.83
[Ce+3].OCC(O)=O, 3.63
[Ce+3].OCC(O)=O, 3.67
[Eu+3].OCC(O)=O, 2.55
[Eu+3].OCC(O)=O, 2.45
[Eu+3].OCC(O)=O, 2.69
[Eu+3].OCC(O)=O, 2.44
[Eu+3].OCC(O)=O, 2.52
[Tb+3].OCC(O)=O, 2.72
[Dy+3].OCC(O)=O, 2.48
[Er+3].OCC(O)=O, 2.61
[Er+3].OCC(O)=O, 2.52
[Gd+3].OCC(O)=O, 2.46
[Gd+3].OCC(O)=O, 6.18
[Gd+3].OCC(O)=O, 2.52
[Ho+3].OCC(O)=O, 2.46
[Ho+3].OCC(O)=O, 2.49
[Nd+3].OCC(O)=O, 2.15
[Nd+3].OCC(O)=O, 5.35
[Nd+3].OCC(O)=O, 3.83
[Nd+3].OCC(O)=O, 3.87
[Nd+3].OCC(O)=O, 2.54
[Nd+3].OCC(O)=O, 2.46
[Pr+3].OCC(O)=O, 5.8
[Pr+3].OCC(O)=O, 3.71
[Pr+3].OCC(O)=O, 3.75
[Pr+3].OCC(O)=O, 2.49
[Pr+3].OCC(O)=O, 2.39
[Sm+3].OCC(O)=O, 6.08
[Sm+3].OCC(O)=O, 3.92
[Sm+3].OCC(O)=O, 3.96
[Sm+3].OCC(O)=O, 2.54
[Yb+3].OCC(O)=O, 2.71
[Yb+3].OCC(O)=O, 2.65
[Ce+3].NCC(O)=O, 4.42
[Ce+3].NCC(O)=O, 4.42
[Ce+3].NCC(O)=O, 5.38
[Ce+3].NCC(O)=O, 5.38
[Dy+3].NCC(O)=O, 4.48
[Er+3].NCC(O)=O, 4.96
[Gd+3].NCC(O)=O, 4.64
[Gd+3].NCC(O)=O, 4.64
[Nd+3].NCC(O)=O, 3.26
[Nd+3].NCC(O)=O, 4.5
[Nd+3].NCC(O)=O, 4.5
[Nd+3].NCC(O)=O, 4.5
[Nd+3].NCC(O)=O, 5.68
[Nd+3].NCC(O)=O, 5.68
[Pr+3].NCC(O)=O, 4.4
[Pr+3].NCC(O)=O, 4.4
[Pr+3].NCC(O)=O, 4.4
[Pr+3].NCC(O)=O, 5.55
[Pr+3].NCC(O)=O, 5.55
[Sm+3].NCC(O)=O, 5.14
[Sm+3].NCC(O)=O, 5.14
[Sm+3].NCC(O)=O, 5.84
[Sm+3].NCC(O)=O, 5.84
[Pr+3].NCC(O)=O, 4.4
[Ce+3].NCC(O)=O, 6.1
[Eu+3].NCC(O)=O, 6.37
[Tb+3].NCC(O)=O, 6.15
[Dy+3].NCC(O)=O, 6.19
[Er+3].NCC(O)=O, 6.2
[Gd+3].NCC(O)=O, 6.11
[Nd+3].NCC(O)=O, 6.31
[Pr+3].NCC(O)=O, 6.25
[Sm+3].NCC(O)=O, 6.45
[Ce+3].OCCS, 5.62
[Pr+3].OCCS, 5.93
[Sm+3].OCCS, 6.33
[Ce+3].OC(=O)C(Cl)(Cl)Cl, 0.26
[Eu+3].OC(=O)C(Cl)(Cl)Cl, 0.32
[Tm+3].OC(=O)C(Cl)(Cl)Cl, 0.23
[Eu+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)C[C@H](CO[P](O)(=O)OC1CCC(CC1)(c2ccccc2)c3ccccc3)N(CC(O)=O)CC(O)=O, 22.21
[Gd+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)C[C@H](CO[P](O)(=O)OC1CCC(CC1)(c2ccccc2)c3ccccc3)N(CC(O)=O)CC(O)=O, 22.06
[Eu+3].OCC1OC2OC3C(O)C(O)C(OC3CO)OC4C(O)C(O)C(OC4CO)OC5C(O)C(O)C(OC5CO)OC6C(O)C(O)C(OC6CO)OC7C(O)C(O)C(OC7CO)OC1C(O)C2O, 2.6
[Tb+3].OCC1OC2OC3C(O)C(O)C(OC3CO)OC4C(O)C(O)C(OC4CO)OC5C(O)C(O)C(OC5CO)OC6C(O)C(O)C(OC6CO)OC7C(O)C(O)C(OC7CO)OC1C(O)C2O, 2.78
[Dy+3].OCC1OC2OC3C(O)C(O)C(OC3CO)OC4C(O)C(O)C(OC4CO)OC5C(O)C(O)C(OC5CO)OC6C(O)C(O)C(OC6CO)OC7C(O)C(O)C(OC7CO)OC1C(O)C2O, 3.23
[Er+3].OCC1OC2OC3C(O)C(O)C(OC3CO)OC4C(O)C(O)C(OC4CO)OC5C(O)C(O)C(OC5CO)OC6C(O)C(O)C(OC6CO)OC7C(O)C(O)C(OC7CO)OC1C(O)C2O, 3.46
[Gd+3].OCC1OC2OC3C(O)C(O)C(OC3CO)OC4C(O)C(O)C(OC4CO)OC5C(O)C(O)C(OC5CO)OC6C(O)C(O)C(OC6CO)OC7C(O)C(O)C(OC7CO)OC1C(O)C2O, 2.5
[Ho+3].OCC1OC2OC3C(O)C(O)C(OC3CO)OC4C(O)C(O)C(OC4CO)OC5C(O)C(O)C(OC5CO)OC6C(O)C(O)C(OC6CO)OC7C(O)C(O)C(OC7CO)OC1C(O)C2O, 3.66
[Lu+3].OCC1OC2OC3C(O)C(O)C(OC3CO)OC4C(O)C(O)C(OC4CO)OC5C(O)C(O)C(OC5CO)OC6C(O)C(O)C(OC6CO)OC7C(O)C(O)C(OC7CO)OC1C(O)C2O, 2.3
[Nd+3].OCC1OC2OC3C(O)C(O)C(OC3CO)OC4C(O)C(O)C(OC4CO)OC5C(O)C(O)C(OC5CO)OC6C(O)C(O)C(OC6CO)OC7C(O)C(O)C(OC7CO)OC1C(O)C2O, 2.8
[Pr+3].OCC1OC2OC3C(O)C(O)C(OC3CO)OC4C(O)C(O)C(OC4CO)OC5C(O)C(O)C(OC5CO)OC6C(O)C(O)C(OC6CO)OC7C(O)C(O)C(OC7CO)OC1C(O)C2O, 2.91
[Sm+3].OCC1OC2OC3C(O)C(O)C(OC3CO)OC4C(O)C(O)C(OC4CO)OC5C(O)C(O)C(OC5CO)OC6C(O)C(O)C(OC6CO)OC7C(O)C(O)C(OC7CO)OC1C(O)C2O, 2.7
[Tm+3].OCC1OC2OC3C(O)C(O)C(OC3CO)OC4C(O)C(O)C(OC4CO)OC5C(O)C(O)C(OC5CO)OC6C(O)C(O)C(OC6CO)OC7C(O)C(O)C(OC7CO)OC1C(O)C2O, 2.65
[Yb+3].OCC1OC2OC3C(O)C(O)C(OC3CO)OC4C(O)C(O)C(OC4CO)OC5C(O)C(O)C(OC5CO)OC6C(O)C(O)C(OC6CO)OC7C(O)C(O)C(OC7CO)OC1C(O)C2O, 2.44
[Ce+3].[K+].[K+].[K+].[K+].[K+].[K+].[O-][P]([O-])(=O)CN(C[P]([O-])([O-])=O)C[P]([O-])([O-])=O, 12.48
[Tb+3].[K+].[K+].[K+].[K+].[K+].[K+].[O-][P]([O-])(=O)CN(C[P]([O-])([O-])=O)C[P]([O-])([O-])=O, 13.2
[Dy+3].[K+].[K+].[K+].[K+].[K+].[K+].[O-][P]([O-])(=O)CN(C[P]([O-])([O-])=O)C[P]([O-])([O-])=O, 12.7
[Er+3].[K+].[K+].[K+].[K+].[K+].[K+].[O-][P]([O-])(=O)CN(C[P]([O-])([O-])=O)C[P]([O-])([O-])=O, 12.48
[Gd+3].[K+].[K+].[K+].[K+].[K+].[K+].[O-][P]([O-])(=O)CN(C[P]([O-])([O-])=O)C[P]([O-])([O-])=O, 13.87
[Nd+3].[K+].[K+].[K+].[K+].[K+].[K+].[O-][P]([O-])(=O)CN(C[P]([O-])([O-])=O)C[P]([O-])([O-])=O, 13.18
[Sm+3].[K+].[K+].[K+].[K+].[K+].[K+].[O-][P]([O-])(=O)CN(C[P]([O-])([O-])=O)C[P]([O-])([O-])=O, 13.83
[Yb+3].[K+].[K+].[K+].[K+].[K+].[K+].[O-][P]([O-])(=O)CN(C[P]([O-])([O-])=O)C[P]([O-])([O-])=O, 12.62
[Dy+3].OC(=O)C=C, 1.92
[Gd+3].OC(=O)C=C, 1.88
[Nd+3].OC(=O)C=C, 1.92
[Yb+3].OC(=O)C=C, 1.75
[Ce+3].CC(=O)C(O)=O, 1.59
[Eu+3].CC(=O)C(O)=O, 1.88
[Tb+3].CC(=O)C(O)=O, 1.19
[Dy+3].CC(=O)C(O)=O, 1.27
[Er+3].CC(=O)C(O)=O, 1.72
[Gd+3].CC(=O)C(O)=O, 1.67
[Ho+3].CC(=O)C(O)=O, 1.34
[Lu+3].CC(=O)C(O)=O, 1.83
[Nd+3].CC(=O)C(O)=O, 1.46
[Pr+3].CC(=O)C(O)=O, 1.72
[Sm+3].CC(=O)C(O)=O, 1.53
[Tm+3].CC(=O)C(O)=O, 1.89
[Yb+3].CC(=O)C(O)=O, 1.56
[Ce+3].OC(=O)CC(O)=O, 3.17
[Ce+3].OC(=O)CC(O)=O, 4.21
[Ce+3].OC(=O)CC(O)=O, 4.11
[Ce+3].OC(=O)CC(O)=O, 4.11
[Ce+3].OC(=O)CC(O)=O, 4.11
[Ce+3].OC(=O)CC(O)=O, 3.23
[Eu+3].OC(=O)CC(O)=O, 3.63
[Eu+3].OC(=O)CC(O)=O, 4.18
[Eu+3].OC(=O)CC(O)=O, 4.28
[Eu+3].OC(=O)CC(O)=O, 4.72
[Eu+3].OC(=O)CC(O)=O, 3.72
[Tb+3].OC(=O)CC(O)=O, 4.84
[Tb+3].OC(=O)CC(O)=O, 3.82
[Er+3].OC(=O)CC(O)=O, 4.89
[Er+3].OC(=O)CC(O)=O, 3.81
[Er+3].OC(=O)CC(O)=O, 3.85
[Gd+3].OC(=O)CC(O)=O, 4.45
[Gd+3].OC(=O)CC(O)=O, 4.81
[Gd+3].OC(=O)CC(O)=O, 3.73
[Ho+3].OC(=O)CC(O)=O, 3.83
[Lu+3].OC(=O)CC(O)=O, 4.84
[Lu+3].OC(=O)CC(O)=O, 3.92
[Lu+3].OC(=O)CC(O)=O, 3.88
[Nd+3].OC(=O)CC(O)=O, 4.33
[Nd+3].OC(=O)CC(O)=O, 4.5
[Nd+3].OC(=O)CC(O)=O, 4.55
[Nd+3].OC(=O)CC(O)=O, 4.5
[Nd+3].OC(=O)CC(O)=O, 3.38
[Pr+3].OC(=O)CC(O)=O, 4.3
[Pr+3].OC(=O)CC(O)=O, 4.26
[Pr+3].OC(=O)CC(O)=O, 4.3
[Pr+3].OC(=O)CC(O)=O, 4.26
[Pr+3].OC(=O)CC(O)=O, 3.27
[Sm+3].OC(=O)CC(O)=O, 4.63
[Sm+3].OC(=O)CC(O)=O, 4.87
[Sm+3].OC(=O)CC(O)=O, 4.92
[Sm+3].OC(=O)CC(O)=O, 4.87
[Sm+3].OC(=O)CC(O)=O, 3.67
[Tm+3].OC(=O)CC(O)=O, 4.91
[Tm+3].OC(=O)CC(O)=O, 3.85
[Yb+3].OC(=O)CC(O)=O, 4.91
[Yb+3].OC(=O)CC(O)=O, 3.87
[Ce+3].OC(=O)CC(O)=O, 3.83
[Eu+3].OC(=O)CC(O)=O, 4.3
[Tb+3].OC(=O)CC(O)=O, 4.44
[Dy+3].OC(=O)CC(O)=O, 4.47
[Er+3].OC(=O)CC(O)=O, 4.42
[Gd+3].OC(=O)CC(O)=O, 4.32
[Ho+3].OC(=O)CC(O)=O, 4.39
[Lu+3].OC(=O)CC(O)=O, 4.45
[Nd+3].OC(=O)CC(O)=O, 3.95
[Pr+3].OC(=O)CC(O)=O, 3.91
[Sm+3].OC(=O)CC(O)=O, 4.19
[Tm+3].OC(=O)CC(O)=O, 4.42
[Yb+3].OC(=O)CC(O)=O, 4.53
[Eu+3].OC(=O)CC(O)=O, 4
[Eu+3].OC(=O)CC(O)=O, 4.1
[Eu+3].OC(=O)CC(O)=O, 4.1
[Eu+3].OC(C(O)=O)C(O)=O, 4.85
[Ce+3].OC(=O)C(O)(O)C(O)=O, 3.68
[Eu+3].OC(=O)C(O)(O)C(O)=O, 4.05
[Tb+3].OC(=O)C(O)(O)C(O)=O, 3.56
[Dy+3].OC(=O)C(O)(O)C(O)=O, 3.82
[Er+3].OC(=O)C(O)(O)C(O)=O, 3.67
[Gd+3].OC(=O)C(O)(O)C(O)=O, 3.83
[Ho+3].OC(=O)C(O)(O)C(O)=O, 3.71
[Lu+3].OC(=O)C(O)(O)C(O)=O, 3.65
[Nd+3].OC(=O)C(O)(O)C(O)=O, 3.94
[Pr+3].OC(=O)C(O)(O)C(O)=O, 3.76
[Sm+3].OC(=O)C(O)(O)C(O)=O, 4.06
[Tm+3].OC(=O)C(O)(O)C(O)=O, 3.67
[Yb+3].OC(=O)C(O)(O)C(O)=O, 3.96
[Ce+3].CCC(O)=O, 1.67
[Eu+3].CCC(O)=O, 1.98
[Tb+3].CCC(O)=O, 1.73
[Dy+3].CCC(O)=O, 1.63
[Er+3].CCC(O)=O, 1.6
[Gd+3].CCC(O)=O, 1.84
[Ho+3].CCC(O)=O, 1.62
[Lu+3].CCC(O)=O, 1.66
[Nd+3].CCC(O)=O, 1.93
[Pr+3].CCC(O)=O, 1.78
[Sm+3].CCC(O)=O, 1.98
[Sm+3].CCC(O)=O, 2.02
[Tm+3].CCC(O)=O, 1.61
[Yb+3].CCC(O)=O, 1.63
[Ce+3].CCC(O)=O, 2.18
[Ce+3].N.CC(S)C(O)=O, 5.99
[Eu+3].N.CC(S)C(O)=O, 6.18
[Tb+3].N.CC(S)C(O)=O, 6.09
[Dy+3].N.CC(S)C(O)=O, 5.62
[Dy+3].N.CC(S)C(O)=O, 5.62
[Er+3].N.CC(S)C(O)=O, 5.78
[Gd+3].N.CC(S)C(O)=O, 6.67
[Nd+3].N.CC(S)C(O)=O, 6.36
[Nd+3].N.CC(S)C(O)=O, 5.08
[Pr+3].N.CC(S)C(O)=O, 6.24
[Pr+3].N.CC(S)C(O)=O, 5.08
[Sm+3].N.CC(S)C(O)=O, 6.69
[Tm+3].N.CC(S)C(O)=O, 6.44
[Ce+3].C[C@H](O)C(O)=O, 2.33
[Ce+3].C[C@H](O)C(O)=O, 6.32
[Ce+3].C[C@H](O)C(O)=O, 3.74
[Ce+3].C[C@H](O)C(O)=O, 3.78
[Ce+3].C[C@H](O)C(O)=O, 2.49
[Eu+3].C[C@H](O)C(O)=O, 2.53
[Eu+3].C[C@H](O)C(O)=O, 2.55
[Eu+3].C[C@H](O)C(O)=O, 2.46
[Tb+3].C[C@H](O)C(O)=O, 2.61
[Tb+3].C[C@H](O)C(O)=O, 2.65
[Dy+3].C[C@H](O)C(O)=O, 3.09
[Dy+3].C[C@H](O)C(O)=O, 2.59
[Er+3].C[C@H](O)C(O)=O, 2.77
[Er+3].C[C@H](O)C(O)=O, 3.21
[Er+3].C[C@H](O)C(O)=O, 2.86
[Gd+3].C[C@H](O)C(O)=O, 2.53
[Gd+3].C[C@H](O)C(O)=O, 2.96
[Gd+3].C[C@H](O)C(O)=O, 6.54
[Gd+3].C[C@H](O)C(O)=O, 2.57
[Ho+3].C[C@H](O)C(O)=O, 2.71
[Ho+3].C[C@H](O)C(O)=O, 2.73
[Lu+3].C[C@H](O)C(O)=O, 3.4
[Lu+3].C[C@H](O)C(O)=O, 3.05
[Nd+3].C[C@H](O)C(O)=O, 2.6
[Nd+3].C[C@H](O)C(O)=O, 2.47
[Nd+3].C[C@H](O)C(O)=O, 6.75
[Nd+3].C[C@H](O)C(O)=O, 3.99
[Nd+3].C[C@H](O)C(O)=O, 4.03
[Nd+3].C[C@H](O)C(O)=O, 2.65
[Pr+3].C[C@H](O)C(O)=O, 2.69
[Pr+3].C[C@H](O)C(O)=O, 6.32
[Pr+3].C[C@H](O)C(O)=O, 3.98
[Pr+3].C[C@H](O)C(O)=O, 4.02
[Pr+3].C[C@H](O)C(O)=O, 2.58
[Pr+3].C[C@H](O)C(O)=O, 2.55
[Sm+3].C[C@H](O)C(O)=O, 2.63
[Sm+3].C[C@H](O)C(O)=O, 2.56
[Sm+3].C[C@H](O)C(O)=O, 6.63
[Sm+3].C[C@H](O)C(O)=O, 4.12
[Sm+3].C[C@H](O)C(O)=O, 4.16
[Sm+3].C[C@H](O)C(O)=O, 2.5
[Tm+3].C[C@H](O)C(O)=O, 2.92
[Yb+3].C[C@H](O)C(O)=O, 2.85
[Yb+3].C[C@H](O)C(O)=O, 3.03
[Ce+3].CC(N)C(O)=O, 4.29
[Ce+3].CC(N)C(O)=O, 4.29
[Ce+3].CC(N)C(O)=O, 6.03
[Ce+3].CC(N)C(O)=O, 6.03
[Ce+3].CC(N)C(O)=O, 6.03
[Dy+3].CC(N)C(O)=O, 4.8
[Er+3].CC(N)C(O)=O, 5.07
[Gd+3].CC(N)C(O)=O, 5.18
[Gd+3].CC(N)C(O)=O, 5.18
[Nd+3].CC(N)C(O)=O, 4.8
[Nd+3].CC(N)C(O)=O, 4.8
[Nd+3].CC(N)C(O)=O, 4.8
[Nd+3].CC(N)C(O)=O, 6.52
[Nd+3].CC(N)C(O)=O, 6.52
[Nd+3].CC(N)C(O)=O, 6.52
[Pr+3].CC(N)C(O)=O, 4.57
[Pr+3].CC(N)C(O)=O, 4.57
[Pr+3].CC(N)C(O)=O, 4.57
[Pr+3].CC(N)C(O)=O, 6.36
[Pr+3].CC(N)C(O)=O, 6.36
[Pr+3].CC(N)C(O)=O, 6.36
[Sm+3].CC(N)C(O)=O, 5.1
[Sm+3].CC(N)C(O)=O, 5.1
[Sm+3].CC(N)C(O)=O, 6.68
[Sm+3].CC(N)C(O)=O, 6.68
[Sm+3].CC(N)C(O)=O, 6.88
[Ce+3].CC(N)C(O)=O, 6.1
[Ce+3].CC(N)C(O)=O, 5.98
[Eu+3].CC(N)C(O)=O, 4.7
[Eu+3].CC(N)C(O)=O, 6.62
[Tb+3].CC(N)C(O)=O, 4.7
[Tb+3].CC(N)C(O)=O, 6.85
[Dy+3].CC(N)C(O)=O, 4.7
[Dy+3].CC(N)C(O)=O, 6.95
[Er+3].CC(N)C(O)=O, 4.7
[Er+3].CC(N)C(O)=O, 6.67
[Gd+3].CC(N)C(O)=O, 6.43
[Ho+3].CC(N)C(O)=O, 4.6
[Lu+3].CC(N)C(O)=O, 4.8
[Nd+3].CC(N)C(O)=O, 4.8
[Nd+3].CC(N)C(O)=O, 6.48
[Pr+3].CC(N)C(O)=O, 4.7
[Pr+3].CC(N)C(O)=O, 6.38
[Sm+3].CC(N)C(O)=O, 4.7
[Sm+3].CC(N)C(O)=O, 6.75
[Tm+3].CC(N)C(O)=O, 4.7
[Yb+3].CC(N)C(O)=O, 4.9
